O*NET-SOC Code,Title,Task,Automation_Score,High_Risk,Industry
11-3031.01,Treasurers and Controllers,Receive cash and checks and make deposits.,2.58,1,Management
11-3031.01,Treasurers and Controllers,"Prepare or direct preparation of financial statements, business activity reports, financial position forecasts, annual budgets, or reports required by regulatory agencies.",2.58,1,Management
11-3031.01,Treasurers and Controllers,"Monitor and evaluate the performance of accounting and other financial staff, recommending and implementing personnel actions, such as promotions and dismissals.",2.58,1,Management
11-3031.01,Treasurers and Controllers,"Analyze the financial details of past, present, and expected operations to identify development opportunities and areas where improvement is needed.",2.58,1,Management
11-3031.01,Treasurers and Controllers,Conduct or coordinate audits of company accounts and financial transactions to ensure compliance with state and federal requirements and statutes.,2.58,1,Management
11-3031.01,Treasurers and Controllers,"Advise management on short-term and long-term financial objectives, policies, and actions.",2.58,1,Management
11-3031.01,Treasurers and Controllers,"Maintain current knowledge of organizational policies and procedures, federal and state policies and directives, and current accounting standards.",2.58,1,Management
11-3031.01,Treasurers and Controllers,Provide direction and assistance to other organizational units regarding accounting and budgeting policies and procedures and efficient control and utilization of financial resources.,2.58,1,Management
11-3031.01,Treasurers and Controllers,Lead staff training and development in budgeting and financial management areas.,2.58,1,Management
11-3031.01,Treasurers and Controllers,Prepare and file annual tax returns or prepare financial information so that outside accountants can complete tax returns.,2.58,1,Management
11-3031.01,Treasurers and Controllers,"Supervise employees performing financial reporting, accounting, billing, collections, payroll, and budgeting duties.",2.58,1,Management
11-3031.01,Treasurers and Controllers,Perform tax planning work.,2.58,1,Management
11-3031.01,Treasurers and Controllers,"Compute, withhold, and account for all payroll deductions.",2.58,1,Management
11-3031.01,Treasurers and Controllers,"Handle all aspects of employee insurance, benefits, and casualty programs, including monitoring changes in health insurance regulations and creating budgets for benefits and worker's compensation.",2.58,1,Management
11-3031.01,Treasurers and Controllers,"Determine depreciation rates to apply to capitalized items and advise management on actions regarding the purchase, lease, or disposal of such items.",2.58,1,Management
11-3031.03,Investment Fund Managers,Manage investment funds to maximize return on client investments.,2.46,1,Management
11-3031.03,Investment Fund Managers,Select specific investments or investment mixes for purchase by an investment fund.,2.46,1,Management
11-3031.03,Investment Fund Managers,Monitor financial or operational performance of individual investments to ensure portfolios meet risk goals.,2.46,1,Management
11-3031.03,Investment Fund Managers,Select or direct the execution of trades.,2.46,1,Management
11-3031.03,Investment Fund Managers,Develop or implement fund investment policies or strategies.,2.46,1,Management
11-3031.03,Investment Fund Managers,"Perform or evaluate research, such as detailed company or industry analyses, to inform financial forecasting, decision making, or valuation.",2.46,1,Management
11-3031.03,Investment Fund Managers,"Present investment information, such as product risks, fees, or fund performance statistics.",2.46,1,Management
11-3031.03,Investment Fund Managers,"Develop, implement, or monitor security valuation policies.",2.46,1,Management
11-3031.03,Investment Fund Managers,Meet with investors to determine investment goals or to discuss investment strategies.,2.46,1,Management
11-3031.03,Investment Fund Managers,Attend investment briefings or consult financial media to stay abreast of relevant investment markets.,2.46,1,Management
11-3031.03,Investment Fund Managers,Prepare for and respond to regulatory inquiries.,2.46,1,Management
11-3031.03,Investment Fund Managers,"Evaluate the potential of new product developments or market opportunities, according to factors such as business plans, technologies, or market potential.",2.46,1,Management
11-3031.03,Investment Fund Managers,Hire or evaluate staff.,2.46,1,Management
11-3031.03,Investment Fund Managers,Monitor regulatory or tax law changes to ensure fund compliance or to capitalize on development opportunities.,2.46,1,Management
11-3031.03,Investment Fund Managers,Develop or direct development of offering documents or marketing materials.,2.46,1,Management
11-3031.03,Investment Fund Managers,Analyze acquisitions to ensure conformance with strategic goals or regulatory requirements.,2.46,1,Management
11-3031.03,Investment Fund Managers,Verify regulatory compliance of transaction reporting.,2.46,1,Management
11-3031.03,Investment Fund Managers,Review offering documents or marketing materials to ensure regulatory compliance.,2.46,1,Management
